x,y
135.998527279,7.89285000031
132.808514677,7.78284956576
138.198535970,9.54285651866
137.098531625,9.43285608410
137.098531625,9.43285608410
138.308536405,12.9528699899
137.208532059,12.8428695553
138.858538577,11.8528656443
137.208532059,12.8428695553
138.858538577,12.8428695553
127.611920455,1.48705575658
128.271923062,4.67706835872
127.941921758,2.58706010215
127.391919586,3.90706531682
127.611920455,6.98707748440
127.281919151,4.89706922783
129.151926539,5.55707183517
128.051922193,8.96708530641
127.721920889,6.87707704984
127.171918717,8.19708226452
129.591928277,7.53707965718
128.821925235,7.64708009174
130.031930015,8.74708443730
127.721920889,7.53707965718
131.791936968,8.41708313363
129.371927408,6.54707574617
127.721920889,7.53707965718
128.601924366,5.44707140061
128.601924366,5.44707140061
127.501920020,7.64708009174
128.711924800,8.74708443730
130.471931753,8.41708313363
129.591928277,7.64708009174
128.051922193,6.54707574617
128.711924800,5.55707183517
135.751952612,7.86708096085
136.961957392,8.96708530641
134.651948266,7.75708052629
134.651948266,7.75708052629
134.651948266,11.0570935630
135.861953046,12.1570979085
133.551943921,10.9470931284
137.291958696,9.73708834831
136.741956523,11.0570935630
135.201950439,9.95708921742
135.861953046,8.96708530641
133.551943921,10.9470931284
132.231938706,9.73708834831
133.441943486,10.8370926939
131.131934361,9.62708791375
135.201950439,10.5070913902
134.871949135,8.41708313363
134.321946963,9.73708834831
136.741956523,9.07708574097
132.781940879,8.63708400274
131.131934361,9.62708791375
136.521955654,11.3870948667
135.421951308,11.2770944321
137.071957827,10.2870905211
135.421951308,11.2770944321
136.631956088,14.7971083379
135.531951743,14.6871079033
137.181958261,13.6971039923
135.531951743,14.6871079033
137.181958261,14.6871079033
124.258759822,-1.36313078123
124.918762429,1.82688182091
124.588761126,-0.263126435665
124.038758953,1.05687877901
126.458768513,0.396876171673
124.258759822,4.13689094659
123.928758518,2.04688269002
125.798765906,2.70688529736
124.698761560,6.11689876860
124.368760257,4.02689051203
123.818758084,5.34689572671
126.238767644,4.68689311937
125.468764602,4.79689355393
126.678769382,5.89689789949
124.368760257,4.68689311937
128.438776335,5.56689659582
128.108775031,3.47688833925
127.558772859,4.79689355393
126.018766775,3.69688920836
126.678769382,2.70688529736
124.368760257,4.68689311937
126.348768079,2.70688529736
127.558772859,3.80688964292
125.248763733,2.5968848628
126.898770251,1.60688095179
127.558772859,0.616877040785
125.248763733,2.5968848628
124.148759387,4.79689355393
125.358764168,5.89689789949
127.118771120,5.56689659582
126.788769817,3.47688833925
126.238767644,4.79689355393
124.698761560,3.69688920836
125.358764168,2.70688529736
131.298787634,8.20690702517
132.508792414,9.30691137074
130.198783288,8.09690659062
133.388795890,8.20690702517
130.198783288,8.09690659062
128.878778073,6.88690181050
130.088782854,7.98690615606
127.778773728,6.77690137594
129.428780246,5.78689746493
127.778773728,6.77690137594
133.168795021,8.53690832884
132.068790676,8.42690789429
132.068790676,8.42690789429
133.278795456,11.9469218001
132.178791110,11.8369213655
133.828797628,10.8469174545
132.178791110,11.8369213655
133.828797628,11.8369213655
122.749837537,0.648765598403
123.409840145,3.83877820054
123.079838841,1.74876994397
122.529836668,3.06877515864
124.949846228,2.40877255130
122.749837537,6.14878732622
122.419836234,4.05877906965
124.289843621,4.71878167699
123.189839276,8.12879514823
122.859837972,6.03878689166
122.309835799,7.35879210634
124.729845359,6.69878949900
123.959842317,6.80878993356
125.169847098,7.90879427912
122.859837972,6.69878949900
126.929854050,7.57879297545
126.599852747,5.48878471888
126.049850574,6.80878993356
128.469860134,6.14878732622
124.509844490,5.70878558799
125.169847098,4.71878167699
122.859837972,6.69878949900
124.839845794,4.71878167699
126.049850574,5.81878602255
123.739841448,4.60878124243
127.809857527,5.48878471888
127.479856223,3.39877646231
126.929854050,4.71878167699
125.389847967,3.61877733142
126.049850574,2.62877342042
123.739841448,4.60878124243
122.639837103,6.80878993356
123.849841883,7.90879427912
125.609848836,7.57879297545
125.279847532,5.48878471888
124.729845359,6.80878993356
127.149854920,6.14878732622
123.189839276,5.70878558799
123.849841883,4.71878167699
132.099874475,8.12879514823
129.789865349,10.2188034048
130.999870129,11.3188077504
128.689861003,10.1088029702
132.429875778,8.89879819013
131.879873605,10.2188034048
130.339867522,9.11879905924
130.999870129,8.12879514823
128.689861003,10.1088029702
127.369855789,8.89879819013
128.579860569,9.99880253569
126.269851443,8.78879775557
130.339867522,9.66880123202
129.459864045,8.89879819013
131.879873605,8.23879558279
127.919857961,7.79879384456
128.579860569,6.80878993356
126.269851443,8.78879775557
131.659872736,10.5488047085
130.559868391,10.4388042739
132.209874909,9.44880036291
130.559868391,10.4388042739
131.769873171,13.9588181797
130.669868825,13.8488177452
132.319875344,12.8588138342
130.669868825,13.8488177452
132.319875344,13.8488177452
127.611920455,4.33724229439
128.271923062,7.52725489653
127.941921758,5.43724663996
127.391919586,6.75725185463
127.611920455,9.83726402221
127.281919151,7.74725576564
129.151926539,8.40725837298
128.051922193,11.8172718442
127.721920889,9.72726358765
127.171918717,11.0472688023
129.591928277,10.3872661950
128.821925235,10.4972666295
130.031930015,11.5972709751
127.721920889,10.3872661950
131.791936968,11.2672696714
131.461935664,9.17726141487
130.911933491,10.4972666295
133.331943052,9.83726402221
129.371927408,9.39726228399
130.031930015,8.40725837298
127.721920889,10.3872661950
129.701928711,8.40725837298
130.911933491,9.50726271854
128.601924366,8.29725793842
132.671940444,9.17726141487
131.791936968,8.40725837298
134.211946528,7.74725576564
128.601924366,8.29725793842
127.501920020,10.4972666295
128.711924800,11.5972709751
130.471931753,11.2672696714
130.141930450,9.17726141487
129.591928277,10.4972666295
132.011937837,9.83726402221
128.051922193,9.39726228399
128.711924800,8.40725837298
135.751952612,10.7172674987
136.961957392,11.8172718442
134.651948266,10.6072670641
136.301954785,9.61726315310
136.961957392,8.62725924209
134.651948266,10.6072670641
134.651948266,13.9072801008
135.861953046,15.0072844464
133.551943921,13.7972796662
137.291958696,12.5872748861
136.741956523,13.9072801008
135.201950439,12.8072757552
135.861953046,11.8172718442
133.551943921,13.7972796662
132.231938706,12.5872748861
133.441943486,13.6872792317
131.131934361,12.4772744516
135.201950439,13.3572779280
134.871949135,11.2672696714
134.321946963,12.5872748861
136.741956523,11.9272722788
132.781940879,11.4872705406
133.441943486,10.4972666295
131.131934361,12.4772744516
136.521955654,14.2372814045
135.421951308,14.1272809699
137.071957827,13.1372770589
135.421951308,14.1272809699
136.631956088,17.6472948757
135.531951743,17.5372944412
137.181958261,16.5472905301
135.531951743,17.5372944412
137.181958261,17.5372944412
143.139951977,-10.1248153234
143.469953281,-9.02481097783
151.279984135,-3.74479011912
152.489988915,-2.64478577356
150.179979789,-3.85479055368
151.829986307,-4.84479446468
152.489988915,-5.83479837569
150.179979789,-3.85479055368
150.179979789,-0.554777516987
151.389984569,0.545226828577
152.819990218,-1.87478273166
152.269988046,-0.554777516987
150.729981962,-1.65478186255
151.389984569,-2.64478577356
150.729981962,-1.10477968977
150.399980658,-3.19478794634
152.269988046,-2.53478533900
152.049987176,-0.224776213318
150.949982831,-0.334776647874
152.599989349,-1.32478055888
150.949982831,-0.334776647874
143.346937202,-23.5788548991
144.006939809,-20.3888422970
143.676938505,-22.4788505535
143.126936332,-21.1588453389
145.546945893,-21.8188479462
143.346937202,-18.0788331713
143.016935898,-20.1688414279
144.886943285,-19.5088388205
143.786938940,-16.0988253493
143.456937636,-18.1888336059
142.906935463,-16.8688283912
145.326945024,-17.5288309985
144.556941982,-17.4188305640
145.766946762,-16.3188262184
143.456937636,-17.5288309985
147.526953715,-16.6488275221
147.196952411,-18.7388357786
146.646950238,-17.4188305640
149.066959799,-18.0788331713
145.106944155,-18.5188349095
145.766946762,-19.5088388205
143.456937636,-17.5288309985
145.436945458,-19.5088388205
146.646950238,-18.4088344750
144.336941113,-19.6188392551
148.406957191,-18.7388357786
148.076955888,-20.8288440352
147.526953715,-19.5088388205
149.946963275,-20.1688414279
145.986947631,-20.6088431661
146.646950238,-21.5988470771
144.336941113,-19.6188392551
143.236936767,-17.4188305640
144.446941547,-16.3188262184
146.206948500,-16.6488275221
145.876947196,-18.7388357786
145.326945024,-17.4188305640
147.746954584,-18.0788331713
143.786938940,-18.5188349095
144.446941547,-19.5088388205
151.486969359,-17.1988296948
152.696974139,-16.0988253493
150.386965013,-17.3088301294
152.036971532,-18.2988340404
152.696974139,-19.2888379514
150.386965013,-17.3088301294
150.386965013,-14.0088170927
151.596969793,-12.9088127471
149.286960668,-14.1188175273
153.026975443,-15.3288223074
152.476973270,-14.0088170927
150.936967186,-15.1088214383
151.596969793,-16.0988253493
149.286960668,-14.1188175273
147.966955453,-15.3288223074
149.176960233,-14.2288179618
146.866951107,-15.4388227419
150.936967186,-14.5588192655
150.606965882,-16.6488275221
150.056963710,-15.3288223074
152.476973270,-15.9888249147
148.516957626,-16.4288266530
149.176960233,-17.4188305640
146.866951107,-15.4388227419
152.256972401,-13.6788157890
151.156968055,-13.7888162236
152.806974573,-14.7788201346
151.156968055,-13.7888162236
152.366972835,-10.2688023178
151.266968490,-10.3788027524
152.916975008,-11.3688066634
151.266968490,-10.3788027524
152.916975008,-10.3788027524
137.965321371,-25.6487071415
138.625323979,-22.4586945394
138.295322675,-24.5487027960
137.745320502,-23.2286975813
140.165330062,-23.8887001886
137.965321371,-20.1486854137
137.635320068,-22.2386936703
139.505327455,-21.5786910629
138.405323110,-18.1686775917
138.075321806,-20.2586858483
137.525319633,-18.9386806336
139.945329193,-19.5986832409
139.175326151,-19.4886828064
140.385330932,-18.3886784608
138.075321806,-19.5986832409
142.145337884,-18.7186797645
141.815336581,-20.8086880211
141.265334408,-19.4886828064
143.685343968,-20.1486854137
139.725328324,-20.5886871519
140.385330932,-21.5786910629
138.075321806,-19.5986832409
140.055329628,-21.5786910629
141.265334408,-20.4786867174
138.955325282,-21.6886914975
143.025341361,-20.8086880211
142.695340057,-22.8986962776
142.145337884,-21.5786910629
144.565347445,-22.2386936703
140.605331801,-22.6786954085
141.265334408,-23.6686993195
138.955325282,-21.6886914975
137.855320937,-19.4886828064
139.065325717,-18.3886784608
140.825332670,-18.7186797645
140.495331366,-20.8086880211
139.945329193,-19.4886828064
142.365338754,-20.1486854137
138.405323110,-20.5886871519
139.065325717,-21.5786910629
146.105353528,-19.2686819373
147.315358309,-18.1686775917
145.005349183,-19.3786823718
146.655355701,-20.3686862828
147.315358309,-21.3586901938
145.005349183,-19.3786823718
145.005349183,-16.0786693351
146.215353963,-14.9786649896
143.905344837,-16.1886697697
147.645359612,-17.3986745498
147.095357439,-16.0786693351
145.555351356,-17.1786736807
146.215353963,-18.1686775917
143.905344837,-16.1886697697
142.585339623,-17.3986745498
143.795344403,-16.2986702042
141.485335277,-17.5086749844
145.555351356,-16.6286715079
145.225350052,-18.7186797645
144.675347879,-17.3986745498
147.095357439,-18.0586771571
143.135341795,-18.4986788954
143.795344403,-19.4886828064
141.485335277,-17.5086749844
146.875356570,-15.7486680315
145.775352225,-15.8586684660
147.425358743,-16.8486723770
145.775352225,-15.8586684660
146.985357005,-12.3386545602
145.885352659,-12.4486549948
147.535359178,-13.4386589058
145.885352659,-12.4486549948
147.535359178,-12.4486549948
123.476355674,-25.6487071415
124.136358282,-22.4586945394
123.806356978,-24.5487027960
123.256354805,-23.2286975813
125.676364366,-23.8887001886
123.476355674,-20.1486854137
123.146354371,-22.2386936703
125.016361758,-21.5786910629
123.916357413,-18.1686775917
123.586356109,-20.2586858483
123.036353936,-18.9386806336
125.456363496,-19.5986832409
124.686360455,-19.4886828064
125.896365235,-18.3886784608
123.586356109,-19.5986832409
127.656372188,-18.7186797645
127.326370884,-20.8086880211
126.776368711,-19.4886828064
129.196378271,-20.1486854137
125.236362627,-20.5886871519
125.896365235,-21.5786910629
123.586356109,-19.5986832409
125.566363931,-21.5786910629
126.776368711,-20.4786867174
124.466359585,-21.6886914975
128.536375664,-20.8086880211
128.206374360,-22.8986962776
127.656372188,-21.5786910629
130.076381748,-22.2386936703
126.116366104,-22.6786954085
126.776368711,-23.6686993195
124.466359585,-21.6886914975
123.366355240,-19.4886828064
124.576360020,-18.3886784608
126.336366973,-18.7186797645
126.006365669,-20.8086880211
125.456363496,-19.4886828064
127.876373057,-20.1486854137
123.916357413,-20.5886871519
124.576360020,-21.5786910629
131.616387832,-19.2686819373
132.826392612,-18.1686775917
130.516383486,-19.3786823718
132.166390004,-20.3686862828
132.826392612,-21.3586901938
130.516383486,-19.3786823718
130.516383486,-16.0786693351
129.416379140,-16.1886697697
133.156393915,-17.3986745498
132.606391743,-16.0786693351
131.066385659,-17.1786736807
131.726388266,-18.1686775917
129.416379140,-16.1886697697
128.096373926,-17.3986745498
129.306378706,-16.2986702042
126.996369580,-17.5086749844
131.066385659,-16.6286715079
130.736384355,-18.7186797645
130.186382182,-17.3986745498
132.606391743,-18.0586771571
128.646376099,-18.4986788954
129.306378706,-19.4886828064
126.996369580,-17.5086749844
132.936393046,-16.8486723770
117.473784171,-16.7483424991
118.133786779,-13.5583298970
117.803785475,-15.6483381536
117.253783302,-14.3283329389
119.673792862,-14.9883355462
117.473784171,-11.2483207713
117.143782868,-13.3383290279
119.013790255,-12.6783264205
117.913785910,-9.26831294930
117.583784606,-11.3583212059
117.033782433,-10.0383159912
119.453791993,-10.6983185985
118.683788951,-10.5883181640
119.893793732,-9.48831381841
117.583784606,-10.6983185985
121.653800685,-9.81831512208
121.323799381,-11.9083233787
120.773797208,-10.5883181640
123.193806768,-11.2483207713
119.233791124,-11.6883225095
119.893793732,-12.6783264205
117.583784606,-10.6983185985
119.563792428,-12.6783264205
120.773797208,-11.5783220750
118.463788082,-12.7883268551
122.533804161,-11.9083233787
122.203802857,-13.9983316352
121.653800685,-12.6783264205
124.073810245,-13.3383290279
120.113794601,-13.7783307661
120.773797208,-14.7683346771
118.463788082,-12.7883268551
117.363783737,-10.5883181640
118.573788517,-9.48831381841
120.333795470,-9.81831512208
120.003794166,-11.9083233787
119.453791993,-10.5883181640
121.873801554,-11.2483207713
117.913785910,-11.6883225095
118.573788517,-12.6783264205
125.613816329,-10.3683172949
126.823821109,-9.26831294930
124.513811983,-10.4783177294
126.163818501,-11.4683216404
126.823821109,-12.4583255514
124.513811983,-10.4783177294
124.513811983,-7.17830469273
125.723816763,-6.07830034716
123.413807637,-7.28830512728
127.153822412,-8.49830990740
126.603820240,-7.17830469273
125.063814156,-8.27830903829
125.723816763,-9.26831294930
123.413807637,-7.28830512728
122.093802423,-8.49830990740
123.303807203,-7.39830556184
120.993798077,-8.60831034196
125.063814156,-7.72830686551
124.733812852,-9.81831512208
124.183810679,-8.49830990740
126.603820240,-9.15831251474
122.643804596,-9.59831425297
123.303807203,-10.5883181640
120.993798077,-8.60831034196
126.383819370,-6.84830338906
125.283815025,-6.95830382362
126.933821543,-7.94830773462
125.283815025,-6.95830382362
126.493819805,-3.43828991781
125.393815459,-3.54829035237
127.043821978,-4.53829426338
125.393815459,-3.54829035237
127.043821978,-3.54829035237
128.030030608,-11.5737118931
127.810029739,-9.15370233284
128.030030608,-6.07369016526
127.700029304,-8.16369842184
128.140031042,-6.18369059982
127.590028869,-4.86368538515
128.140031042,-5.52368799248
128.140031042,-5.52368799248
127.920030173,-5.41368755793
136.102454353,-20.8880469840
136.762456960,-17.6980343818
136.432455657,-19.7880426384
135.882453484,-18.4680374237
138.302463044,-19.1280400311
135.772453049,-17.4780335127
137.642460437,-16.8180309054
139.952469563,-16.0480278635
138.522463913,-16.8180309054
138.192462610,-16.8180309054
137.092458264,-16.9280313399
141.162474343,-16.0480278635
140.832473039,-18.1380361201
140.282470866,-16.8180309054
142.702480427,-17.4780335127
138.742464782,-17.9180352509
139.402467390,-18.9080391620
137.092458264,-16.9280313399
138.632464348,-16.0480278635
137.202458699,-16.8180309054
144.242486510,-14.5080217797
145.452491290,-13.4080174341
143.142482165,-14.6180222143
144.792488683,-15.6080261253
145.452491290,-16.5980300363
143.142482165,-14.6180222143
143.142482165,-11.3180091776
144.352486945,-10.2180048320
145.782492594,-12.6380143922
145.232490421,-11.3180091776
143.692484338,-12.4180135231
144.352486945,-13.4080174341
143.692484338,-11.8680113503
143.362483034,-13.9580196069
145.232490421,-13.2980169996
145.012489552,-10.9880078739
143.912485207,-11.0980083085
145.562491725,-12.0880122195
143.912485207,-11.0980083085
145.672492160,-8.67799874821
124.511281796,-20.2670913112
125.171284403,-17.0770787091
124.841283099,-19.1670869657
124.291280926,-17.8470817510
126.711290487,-18.5070843583
124.511281796,-14.7670695834
124.181280492,-16.8570778400
126.051287879,-16.1970752327
124.951283534,-12.7870617614
124.621282230,-14.8770700180
124.071280057,-13.5570648033
126.491289618,-14.2170674106
125.721286576,-14.1070669761
126.931291356,-13.0070626305
124.621282230,-14.2170674106
127.811294832,-14.1070669761
126.271288748,-15.2070713217
126.931291356,-16.1970752327
124.621282230,-14.2170674106
126.601290052,-16.1970752327
127.811294832,-15.0970708871
125.501285707,-16.3070756672
129.241300482,-17.5170804473
128.691298309,-16.1970752327
131.111307869,-16.8570778400
127.151292225,-17.2970795782
127.811294832,-18.2870834892
125.501285707,-16.3070756672
124.401281361,-14.1070669761
125.611286141,-13.0070626305
127.371293094,-13.3370639342
127.041291790,-15.4270721908
126.491289618,-14.1070669761
124.951283534,-15.2070713217
125.611286141,-16.1970752327
133.861318733,-15.9770743635
128.031295701,-12.1270591541
128.031295701,-12.1270591541
121.613488656,-19.2321651900
122.273491264,-16.0421525879
121.943489960,-18.1321608445
121.393487787,-16.8121556298
123.813497347,-17.4721582371
121.613488656,-13.7321434622
121.283487353,-15.8221517188
123.153494740,-15.1621491114
122.053490394,-11.7521356402
121.723489091,-13.8421438968
121.173486918,-12.5221386821
123.593496478,-13.1821412894
122.823493436,-13.0721408549
124.033498216,-11.9721365093
121.723489091,-13.1821412894
125.793505169,-12.3021378130
125.463503866,-14.3921460696
124.913501693,-13.0721408549
127.333511253,-13.7321434622
123.373495609,-14.1721452004
124.033498216,-15.1621491114
121.723489091,-13.1821412894
123.703496913,-15.1621491114
124.913501693,-14.0621447659
122.603492567,-15.2721495460
126.673508646,-14.3921460696
126.343507342,-16.4821543261
125.793505169,-15.1621491114
128.213514730,-15.8221517188
124.253499086,-16.2621534570
124.913501693,-17.2521573680
122.603492567,-15.2721495460
121.503488222,-13.0721408549
122.713493002,-11.9721365093
124.473499955,-12.3021378130
124.143498651,-14.3921460696
123.593496478,-13.0721408549
126.013506038,-13.7321434622
122.053490394,-14.1721452004
122.713493002,-15.1621491114
127.553512122,-9.77212781819
127.553512122,-9.77212781819
126.233506908,-10.9821325983
127.443511688,-9.88212825274
125.133502562,-11.0921330329
126.783509080,-12.0821369439
127.443511688,-13.0721408549
125.133502562,-11.0921330329
118.508710293,-10.9527562204
119.168712900,-7.76274361822
118.838711596,-9.85275187479
118.288709423,-8.53274666012
120.708718984,-9.19274926745
118.508710293,-5.45273449254
118.178708989,-7.54274274911
120.048716376,-6.88274014177
118.948712031,-3.47272667052
118.618710727,-5.56273492710
118.068708554,-4.24272971242
120.488718115,-4.90273231976
119.718715073,-4.79273188520
120.928719853,-3.69272753964
118.618710727,-4.90273231976
122.688726806,-4.02272884331
122.358725502,-6.11273709988
121.808723329,-4.79273188520
124.228732890,-5.45273449254
120.268717245,-5.89273623076
120.928719853,-6.88274014177
118.618710727,-4.90273231976
120.598718549,-6.88274014177
121.808723329,-5.78273579621
119.498714204,-6.99274057633
123.568730282,-6.11273709988
123.238728979,-8.20274535645
122.688726806,-6.88274014177
125.108736366,-7.54274274911
121.148720722,-7.98274448733
121.808723329,-8.97274839834
119.498714204,-6.99274057633
118.398709858,-4.79273188520
119.608714638,-3.69272753964
121.368721591,-4.02272884331
121.038720287,-6.11273709988
120.488718115,-4.79273188520
122.908727675,-5.45273449254
118.948712031,-5.89273623076
119.608714638,-6.88274014177
126.648742450,-4.57273101609
127.858747230,-3.47272667052
125.548738104,-4.68273145064
127.198744623,-5.67273536165
127.858747230,-6.66273927266
125.548738104,-4.68273145064
125.548738104,-1.38271841395
126.758742884,-0.282714068391
124.448733759,-1.49271884851
128.188748534,-2.70272362863
127.638746361,-1.38271841395
126.098740277,-2.48272275952
126.758742884,-3.47272667052
124.448733759,-1.49271884851
123.128728544,-2.70272362863
124.338733324,-1.60271928307
122.028724198,-2.81272406319
126.098740277,-1.93272058674
125.768738973,-4.02272884331
125.218736801,-2.70272362863
127.638746361,-3.36272623597
123.678730717,-3.80272797419
124.338733324,-4.79273188520
122.028724198,-2.81272406319
127.418745492,-1.05271711029
126.318741146,-1.16271754484
127.968747664,-2.15272145585
126.318741146,-1.16271754484
127.528745926,2.35729636096
126.428741581,2.24729592640
128.078748099,1.25729201540
126.428741581,2.24729592640
128.078748099,2.24729592640
119.129665965,-8.26194830521
119.789668573,-5.07193570308
119.459667269,-7.16194395965
118.909665096,-5.84193874497
121.329674656,-6.50194135231
119.129665965,-2.76192657739
118.799664662,-4.85193483396
120.669672049,-4.19193222663
119.569667704,-0.78191875538
119.239666400,-2.87192701195
118.689664227,-1.55192179727
121.109673787,-2.21192440461
120.339670745,-2.10192397006
121.549675526,-1.00191962449
119.239666400,-2.21192440461
123.309682478,-1.33192092816
122.979681175,-3.42192918473
122.429679002,-2.10192397006
124.849688562,-2.76192657739
120.889672918,-3.20192831562
121.549675526,-4.19193222663
119.239666400,-2.21192440461
121.219674222,-4.19193222663
122.429679002,-3.09192788106
120.119669876,-4.30193266118
124.189685955,-3.42192918473
123.859684651,-5.51193744130
123.309682478,-4.19193222663
125.729692039,-4.85193483396
121.769676395,-5.29193657219
122.429679002,-6.28194048320
120.119669876,-4.30193266118
119.019665531,-2.10192397006
120.229670311,-1.00191962449
121.989677264,-1.33192092816
121.659675960,-3.42192918473
121.109673787,-2.10192397006
123.529683348,-2.76192657739
119.569667704,-3.20192831562
120.229670311,-4.19193222663
127.269698122,-1.88192310094
126.169693777,-1.9919235355
127.819700295,-2.98192744651
126.169693777,-1.9919235355
126.169693777,1.30808950119
127.379698557,2.40809384675
125.069689431,1.19808906663
128.259702033,1.30808950119
126.719695950,0.208085155627
127.379698557,-0.78191875538
125.069689431,1.19808906663
123.749684217,-0.0119157134858
124.959688997,1.08808863208
122.649679871,-0.121916148042
126.719695950,0.758087328409
126.389694646,-1.33192092816
125.839692473,-0.0119157134858
128.259702033,-0.671918320824
124.299686389,-1.11192005905
124.959688997,-2.10192397006
122.649679871,-0.121916148042
128.039701164,1.63809080486
126.939696819,1.52809037030
126.939696819,1.52809037030
128.149701599,5.04810427611
127.049697253,4.93810384155
127.049697253,4.93810384155
128.699703772,4.93810384155
144.772332669,-9.19862454304
153.075242741,-5.36415516582
153.735245348,-2.17414256369
153.405244045,-4.26415082026
152.855241872,-2.94414560559
155.275251432,-3.60414821292
153.075242741,0.135866561992
152.745241437,-1.95414169458
154.615248825,-1.29413908724
153.185243176,0.025866127436
155.055250563,0.685868734774
154.285247521,0.79586916933
153.185243176,0.685868734774
157.255259254,1.56587221122
156.925257950,-0.524136045346
156.375255778,0.79586916933
158.795265338,0.135866561992
154.835249694,-0.304135176233
155.495252301,-1.29413908724
153.185243176,0.685868734774
155.165250998,-1.29413908724
156.375255778,-0.194134741677
154.065246652,-1.40413952180
158.135262731,-0.524136045346
157.805261427,-2.61414430192
157.255259254,-1.29413908724
159.675268814,-1.95414169458
155.715253170,-2.39414343280
156.375255778,-3.38414734381
154.065246652,-1.40413952180
152.965242306,0.79586916933
155.605252736,-0.524136045346
155.055250563,0.79586916933
157.475260123,0.135866561992
153.515244479,-0.304135176233
154.175247087,-1.29413908724
161.215274898,1.01587003844
162.425279678,2.11587438401
160.115270553,0.905869603887
161.765277071,-0.0841343071204
162.425279678,-1.07413821813
160.115270553,0.905869603887
160.115270553,4.20588264058
161.325275333,5.30588698614
159.015266207,4.09588220602
162.755280982,2.88587742590
162.205278809,4.20588264058
160.665272725,3.10587829501
161.325275333,2.11587438401
159.015266207,4.09588220602
157.695260992,2.88587742590
158.905265772,3.98588177146
156.595256647,2.77587699134
160.665272725,3.65588046780
160.335271422,1.56587221122
159.785269249,2.88587742590
162.205278809,2.22587481856
158.245263165,1.78587308034
158.905265772,0.79586916933
156.595256647,2.77587699134
161.985277940,4.53588394425
160.885273594,4.42588350969
162.535280113,3.43587959868
160.885273594,4.42588350969
162.095278375,7.94589741549
160.995274029,7.83589698094
162.645280547,6.84589306993
160.995274029,7.83589698094
162.645280547,7.83589698094
157.162224163,9.82009980167
158.042227640,7.73009154510
159.582233723,10.7001032781
160.792238503,11.8001076237
158.482229378,10.5901028436
160.132235896,9.60009893256
160.792238503,8.61009502155
158.482229378,10.5901028436
158.482229378,13.8901158803
159.692234158,14.9901202258
157.382225032,13.7801154457
161.122239807,12.5701106656
160.572237634,13.8901158803
159.032231551,12.7901115347
159.692234158,11.8001076237
157.382225032,13.7801154457
157.272224598,13.6701150111
159.032231551,13.3401137075
158.702230247,11.2501054509
158.152228074,12.5701106656
160.572237634,11.9101080582
157.272224598,10.4801024090
160.352236765,14.2201171839
159.252232420,14.1101167494
160.902238938,13.1201128384
159.252232420,14.1101167494
160.462237200,17.6301306552
159.362232854,17.5201302206
161.012239373,16.5301263096
159.362232854,17.5201302206
161.012239373,17.5201302206
155.827938210,14.5475883002
157.367944294,13.1175826510
155.167935603,16.8575974259
154.837934299,14.7675891693
156.707941686,15.4275917767
155.607937341,18.8376052479
155.277936037,16.7475969913
154.727933864,18.0676022060
157.147943425,17.4075995987
156.377940383,17.5176000332
157.587945163,18.6176043788
155.277936037,17.4075995987
159.347952116,18.2876030751
159.017950812,16.1975948186
158.467948639,17.5176000332
160.887958199,16.8575974259
156.927942555,16.4175956877
157.587945163,15.4275917767
155.277936037,17.4075995987
157.257943859,15.4275917767
